text,entity_type,entity_value
Microsoft announced new projects starting 2017-06-30,ORG,Microsoft
The meeting with Sara from Microsoft is scheduled for 1982-12-06,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1982-12-06,ORG,Microsoft
Alex attended a conference on 1999-07-13,PERSON,Alex
Mary works at Meta in London since 1990-10-18,PERSON,Mary
Mary works at Meta in London since 1990-10-18,ORG,Meta
Mary works at Meta in London since 1990-10-18,GPE,London
The meeting with Alex from Google is scheduled for 1970-05-30,PERSON,Alex
The meeting with Alex from Google is scheduled for 1970-05-30,ORG,Google
The meeting with Alex from Meta is scheduled for 2000-06-06,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2000-06-06,ORG,Meta
Mary works at Amazon in Paris since 2011-08-03,PERSON,Mary
Mary works at Amazon in Paris since 2011-08-03,ORG,Amazon
Mary works at Amazon in Paris since 2011-08-03,GPE,Paris
John works at Google in New York since 2016-08-28,PERSON,John
John works at Google in New York since 2016-08-28,ORG,Google
Mary works at Microsoft in London since 1984-04-04,PERSON,Mary
Mary works at Microsoft in London since 1984-04-04,ORG,Microsoft
Mary works at Microsoft in London since 1984-04-04,GPE,London
The meeting with Sara from Meta is scheduled for 1980-06-01,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1980-06-01,ORG,Meta
Tokyo will host the event in 1975-05-04,GPE,Tokyo
London will host the event in 1978-05-15,GPE,London
John attended a conference on 2011-10-16,PERSON,John
Paris will host the event in 2019-04-13,GPE,Paris
John attended a conference on 2010-10-25,PERSON,John
Alex attended a conference on 2018-01-30,PERSON,Alex
Amazon announced new projects starting 2006-01-27,ORG,Amazon
Paris will host the event in 1987-09-11,GPE,Paris
Tokyo will host the event in 1983-01-02,GPE,Tokyo
The meeting with Sara from Google is scheduled for 1990-10-05,PERSON,Sara
The meeting with Sara from Google is scheduled for 1990-10-05,ORG,Google
Alex works at Microsoft in London since 1987-06-06,PERSON,Alex
Alex works at Microsoft in London since 1987-06-06,ORG,Microsoft
Alex works at Microsoft in London since 1987-06-06,GPE,London
Alex attended a conference on 1985-07-04,PERSON,Alex
John attended a conference on 1992-11-11,PERSON,John
The meeting with John from Microsoft is scheduled for 2007-09-22,PERSON,John
The meeting with John from Microsoft is scheduled for 2007-09-22,ORG,Microsoft
Sara works at Microsoft in Tokyo since 1991-12-22,PERSON,Sara
Sara works at Microsoft in Tokyo since 1991-12-22,ORG,Microsoft
Sara works at Microsoft in Tokyo since 1991-12-22,GPE,Tokyo
Microsoft announced new projects starting 2025-01-07,ORG,Microsoft
Tokyo will host the event in 1991-11-10,GPE,Tokyo
John works at Amazon in New York since 1998-08-30,PERSON,John
John works at Amazon in New York since 1998-08-30,ORG,Amazon
The meeting with Mary from Microsoft is scheduled for 1972-07-29,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1972-07-29,ORG,Microsoft
John works at Google in New York since 1973-12-02,PERSON,John
John works at Google in New York since 1973-12-02,ORG,Google
Paris will host the event in 2006-05-23,GPE,Paris
The meeting with John from Microsoft is scheduled for 1985-09-10,PERSON,John
The meeting with John from Microsoft is scheduled for 1985-09-10,ORG,Microsoft
Microsoft announced new projects starting 2012-08-15,ORG,Microsoft
John works at Microsoft in Paris since 1995-08-24,PERSON,John
John works at Microsoft in Paris since 1995-08-24,ORG,Microsoft
John works at Microsoft in Paris since 1995-08-24,GPE,Paris
Meta announced new projects starting 1995-02-04,ORG,Meta
The meeting with Sara from Meta is scheduled for 1978-07-09,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1978-07-09,ORG,Meta
Tokyo will host the event in 1998-08-26,GPE,Tokyo
Tokyo will host the event in 1984-09-06,GPE,Tokyo
Mary attended a conference on 1989-06-16,PERSON,Mary
The meeting with John from Meta is scheduled for 1996-09-28,PERSON,John
The meeting with John from Meta is scheduled for 1996-09-28,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 2007-11-22,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2007-11-22,ORG,Microsoft
Tokyo will host the event in 1988-08-06,GPE,Tokyo
Microsoft announced new projects starting 1999-11-02,ORG,Microsoft
The meeting with John from Meta is scheduled for 1997-12-06,PERSON,John
The meeting with John from Meta is scheduled for 1997-12-06,ORG,Meta
Sara attended a conference on 2008-06-08,PERSON,Sara
John works at Microsoft in London since 2014-10-30,PERSON,John
John works at Microsoft in London since 2014-10-30,ORG,Microsoft
John works at Microsoft in London since 2014-10-30,GPE,London
Amazon announced new projects starting 1991-01-14,ORG,Amazon
Sara works at Amazon in Tokyo since 1978-05-28,PERSON,Sara
Sara works at Amazon in Tokyo since 1978-05-28,ORG,Amazon
Sara works at Amazon in Tokyo since 1978-05-28,GPE,Tokyo
Sara works at Amazon in London since 2007-03-23,PERSON,Sara
Sara works at Amazon in London since 2007-03-23,ORG,Amazon
Sara works at Amazon in London since 2007-03-23,GPE,London
The meeting with John from Meta is scheduled for 2006-03-23,PERSON,John
The meeting with John from Meta is scheduled for 2006-03-23,ORG,Meta
Amazon announced new projects starting 1990-04-24,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 2023-04-22,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2023-04-22,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1984-09-16,PERSON,Alex
Alex works at Microsoft in Tokyo since 1984-09-16,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1984-09-16,GPE,Tokyo
The meeting with Mary from Amazon is scheduled for 1973-01-22,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1973-01-22,ORG,Amazon
Mary works at Meta in Tokyo since 2002-04-19,PERSON,Mary
Mary works at Meta in Tokyo since 2002-04-19,ORG,Meta
Mary works at Meta in Tokyo since 2002-04-19,GPE,Tokyo
Amazon announced new projects starting 1997-02-23,ORG,Amazon
Tokyo will host the event in 1991-01-05,GPE,Tokyo
Sara works at Amazon in Paris since 1984-08-23,PERSON,Sara
Sara works at Amazon in Paris since 1984-08-23,ORG,Amazon
Sara works at Amazon in Paris since 1984-08-23,GPE,Paris
Paris will host the event in 2004-07-08,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 2014-06-24,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2014-06-24,ORG,Microsoft
The meeting with John from Amazon is scheduled for 1989-05-24,PERSON,John
The meeting with John from Amazon is scheduled for 1989-05-24,ORG,Amazon
Meta announced new projects starting 2015-05-12,ORG,Meta
Microsoft announced new projects starting 1986-03-03,ORG,Microsoft
Meta announced new projects starting 2022-05-03,ORG,Meta
Mary attended a conference on 1976-05-21,PERSON,Mary
Microsoft announced new projects starting 1978-09-03,ORG,Microsoft
Paris will host the event in 2022-09-18,GPE,Paris
The meeting with Alex from Meta is scheduled for 2018-03-13,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2018-03-13,ORG,Meta
Tokyo will host the event in 1992-12-19,GPE,Tokyo
Alex attended a conference on 2011-12-22,PERSON,Alex
Sara works at Google in Paris since 1980-04-19,PERSON,Sara
Sara works at Google in Paris since 1980-04-19,ORG,Google
Sara works at Google in Paris since 1980-04-19,GPE,Paris
Alex works at Amazon in New York since 1992-01-15,PERSON,Alex
Alex works at Amazon in New York since 1992-01-15,ORG,Amazon
Amazon announced new projects starting 1970-12-07,ORG,Amazon
Amazon announced new projects starting 1995-07-08,ORG,Amazon
The meeting with Mary from Meta is scheduled for 2020-09-24,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2020-09-24,ORG,Meta
Alex attended a conference on 1971-05-12,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1971-11-23,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1971-11-23,ORG,Microsoft
Tokyo will host the event in 1981-12-18,GPE,Tokyo
London will host the event in 1978-05-12,GPE,London
The meeting with Sara from Amazon is scheduled for 1994-05-30,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1994-05-30,ORG,Amazon
London will host the event in 1995-06-13,GPE,London
Alex attended a conference on 2014-01-27,PERSON,Alex
The meeting with Mary from Meta is scheduled for 2006-01-01,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2006-01-01,ORG,Meta
Mary attended a conference on 1988-06-13,PERSON,Mary
Sara works at Amazon in Tokyo since 1980-05-05,PERSON,Sara
Sara works at Amazon in Tokyo since 1980-05-05,ORG,Amazon
Sara works at Amazon in Tokyo since 1980-05-05,GPE,Tokyo
The meeting with Sara from Google is scheduled for 1998-02-26,PERSON,Sara
The meeting with Sara from Google is scheduled for 1998-02-26,ORG,Google
Alex works at Microsoft in Paris since 2014-06-04,PERSON,Alex
Alex works at Microsoft in Paris since 2014-06-04,ORG,Microsoft
Alex works at Microsoft in Paris since 2014-06-04,GPE,Paris
The meeting with Mary from Amazon is scheduled for 1974-06-01,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1974-06-01,ORG,Amazon
Sara works at Amazon in Paris since 1995-09-01,PERSON,Sara
Sara works at Amazon in Paris since 1995-09-01,ORG,Amazon
Sara works at Amazon in Paris since 1995-09-01,GPE,Paris
The meeting with Sara from Google is scheduled for 1998-11-05,PERSON,Sara
The meeting with Sara from Google is scheduled for 1998-11-05,ORG,Google
Microsoft announced new projects starting 1974-09-30,ORG,Microsoft
Microsoft announced new projects starting 2013-09-12,ORG,Microsoft
Paris will host the event in 2001-07-15,GPE,Paris
Sara attended a conference on 2022-12-10,PERSON,Sara
Amazon announced new projects starting 2009-02-23,ORG,Amazon
Alex attended a conference on 1986-09-19,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2001-04-15,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2001-04-15,ORG,Amazon
Paris will host the event in 1983-04-23,GPE,Paris
John works at Microsoft in London since 2014-08-26,PERSON,John
John works at Microsoft in London since 2014-08-26,ORG,Microsoft
John works at Microsoft in London since 2014-08-26,GPE,London
Alex works at Microsoft in New York since 1983-04-16,PERSON,Alex
Alex works at Microsoft in New York since 1983-04-16,ORG,Microsoft
London will host the event in 1971-02-21,GPE,London
Mary attended a conference on 2000-03-15,PERSON,Mary
Microsoft announced new projects starting 2011-01-18,ORG,Microsoft
John attended a conference on 1977-07-25,PERSON,John
John attended a conference on 1999-08-19,PERSON,John
Tokyo will host the event in 2001-09-27,GPE,Tokyo
Alex works at Microsoft in Paris since 1979-08-21,PERSON,Alex
Alex works at Microsoft in Paris since 1979-08-21,ORG,Microsoft
Alex works at Microsoft in Paris since 1979-08-21,GPE,Paris
Amazon announced new projects starting 1985-01-25,ORG,Amazon
Mary works at Google in Tokyo since 2012-10-08,PERSON,Mary
Mary works at Google in Tokyo since 2012-10-08,ORG,Google
Mary works at Google in Tokyo since 2012-10-08,GPE,Tokyo
Mary attended a conference on 1996-06-30,PERSON,Mary
Tokyo will host the event in 2016-12-23,GPE,Tokyo
Mary works at Meta in New York since 1998-11-25,PERSON,Mary
Mary works at Meta in New York since 1998-11-25,ORG,Meta
London will host the event in 1979-09-11,GPE,London
Sara works at Google in Paris since 2013-09-25,PERSON,Sara
Sara works at Google in Paris since 2013-09-25,ORG,Google
Sara works at Google in Paris since 2013-09-25,GPE,Paris
The meeting with John from Amazon is scheduled for 2003-07-23,PERSON,John
The meeting with John from Amazon is scheduled for 2003-07-23,ORG,Amazon
Paris will host the event in 2003-07-19,GPE,Paris
Alex attended a conference on 2003-12-01,PERSON,Alex
The meeting with Mary from Amazon is scheduled for 2009-02-13,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2009-02-13,ORG,Amazon
Microsoft announced new projects starting 2006-08-31,ORG,Microsoft
Sara attended a conference on 1993-09-16,PERSON,Sara
John works at Meta in London since 1987-01-27,PERSON,John
John works at Meta in London since 1987-01-27,ORG,Meta
John works at Meta in London since 1987-01-27,GPE,London
Tokyo will host the event in 2005-06-15,GPE,Tokyo
Mary attended a conference on 1987-04-11,PERSON,Mary
Meta announced new projects starting 1997-12-12,ORG,Meta
Meta announced new projects starting 2007-12-05,ORG,Meta
Alex works at Amazon in Tokyo since 2005-07-13,PERSON,Alex
Alex works at Amazon in Tokyo since 2005-07-13,ORG,Amazon
Alex works at Amazon in Tokyo since 2005-07-13,GPE,Tokyo
Microsoft announced new projects starting 1992-08-15,ORG,Microsoft
Mary attended a conference on 1995-02-24,PERSON,Mary
Alex attended a conference on 2008-11-17,PERSON,Alex
Paris will host the event in 2014-07-22,GPE,Paris
The meeting with Alex from Amazon is scheduled for 2010-08-07,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2010-08-07,ORG,Amazon
Microsoft announced new projects starting 1995-03-27,ORG,Microsoft
Alex works at Meta in New York since 1982-10-04,PERSON,Alex
Alex works at Meta in New York since 1982-10-04,ORG,Meta
Tokyo will host the event in 1995-10-28,GPE,Tokyo
Alex works at Amazon in Paris since 1971-05-30,PERSON,Alex
Alex works at Amazon in Paris since 1971-05-30,ORG,Amazon
Alex works at Amazon in Paris since 1971-05-30,GPE,Paris
Alex attended a conference on 1981-04-17,PERSON,Alex
London will host the event in 1974-09-14,GPE,London
The meeting with Mary from Meta is scheduled for 1982-12-23,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1982-12-23,ORG,Meta
Google announced new projects starting 2014-12-25,ORG,Google
Mary attended a conference on 1990-12-18,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2017-12-12,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2017-12-12,ORG,Meta
The meeting with Sara from Google is scheduled for 1974-09-10,PERSON,Sara
The meeting with Sara from Google is scheduled for 1974-09-10,ORG,Google
The meeting with Mary from Microsoft is scheduled for 2007-02-19,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2007-02-19,ORG,Microsoft
Alex attended a conference on 2020-07-26,PERSON,Alex
Sara works at Amazon in London since 1984-10-17,PERSON,Sara
Sara works at Amazon in London since 1984-10-17,ORG,Amazon
Sara works at Amazon in London since 1984-10-17,GPE,London
Meta announced new projects starting 1971-02-28,ORG,Meta
The meeting with John from Meta is scheduled for 1980-02-10,PERSON,John
The meeting with John from Meta is scheduled for 1980-02-10,ORG,Meta
London will host the event in 1994-04-30,GPE,London
Sara attended a conference on 2004-11-30,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1974-04-13,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1974-04-13,ORG,Microsoft
Alex works at Microsoft in London since 1984-12-05,PERSON,Alex
Alex works at Microsoft in London since 1984-12-05,ORG,Microsoft
Alex works at Microsoft in London since 1984-12-05,GPE,London
Microsoft announced new projects starting 1998-01-15,ORG,Microsoft
The meeting with John from Amazon is scheduled for 2017-09-04,PERSON,John
The meeting with John from Amazon is scheduled for 2017-09-04,ORG,Amazon
Alex works at Google in Paris since 2008-03-29,PERSON,Alex
Alex works at Google in Paris since 2008-03-29,ORG,Google
Alex works at Google in Paris since 2008-03-29,GPE,Paris
